Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Smooth Sandstone
buildcraftsilicon:plug_facade:0, Facade: Smooth Sandstone
buildcraftsilicon:plug_facade:0, Facade: Sea Lantern
buildcraftsilicon:plug_facade:0, Facade: Sea Lantern
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Snow
buildcraftsilicon:plug_facade:0, Facade: Snow
buildcraftsilicon:plug_facade:0, Facade: Soul Sand
buildcraftsilicon:plug_facade:0, Facade: Soul Sand
buildcraftsilicon:plug_facade:0, Facade: Sponge
buildcraftsilicon:plug_facade:0, Facade: Sponge
buildcraftsilicon:plug_facade:0, Facade: Wet Sponge
buildcraftsilicon:plug_facade:0, Facade: Wet Sponge
buildcraftsilicon:plug_facade:0, Facade: White Stained Glass
buildcraftsilicon:plug_facade:0, Facade: White Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Orange Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Orange Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Magenta Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Magenta Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Light Blue Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Light Blue Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Yellow Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Yellow Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Lime Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Lime Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Pink Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Pink Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Gray Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Gray Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Light Gray Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Light Gray Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Cyan Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Cyan Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Purple Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Purple Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Blue Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Blue Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Brown Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Brown Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Green Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Green Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Red Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Red Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Black Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Black Stained Glass
buildcraftsilicon:plug_facade:0, Facade: White Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Terracotta
buildcraftsilicon:plug_facade:0, Facade: Gray Terracotta
buildcraftsilicon:plug_facade:0, Facade: Gray Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Terracotta
buildcraftsilicon:plug_facade:0, Facade: Cyan Terracotta
buildcraftsilicon:plug_facade:0, Facade: Cyan Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Terracotta
buildcraftsilicon:plug_facade:0, Facade: Blue Terracotta
buildcraftsilicon:plug_facade:0, Facade: Blue Terracotta
buildcraftsilicon:plug_facade:0, Facade: Brown Terracotta
buildcraftsilicon:plug_facade:0, Facade: Brown Terracotta
buildcraftsilicon:plug_facade:0, Facade: Green Terracotta
buildcraftsilicon:plug_facade:0, Facade: Green Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Terracotta
buildcraftsilicon:plug_facade:0, Facade: Black Terracotta
buildcraftsilicon:plug_facade:0, Facade: Black Terracotta
buildcraftsilicon:plug_facade:0, Facade: Stone
buildcraftsilicon:plug_facade:0, Facade: Stone
buildcraftsilicon:plug_facade:0, Facade: Granite
buildcraftsilicon:plug_facade:0, Facade: Granite
buildcraftsilicon:plug_facade:0, Facade: Polished Granite
buildcraftsilicon:plug_facade:0, Facade: Polished Granite
buildcraftsilicon:plug_facade:0, Facade: Diorite
buildcraftsilicon:plug_facade:0, Facade: Diorite
buildcraftsilicon:plug_facade:0, Facade: Polished Diorite
buildcraftsilicon:plug_facade:0, Facade: Polished Diorite
buildcraftsilicon:plug_facade:0, Facade: Andesite
buildcraftsilicon:plug_facade:0, Facade: Andesite
buildcraftsilicon:plug_facade:0, Facade: Polished Andesite
buildcraftsilicon:plug_facade:0, Facade: Polished Andesite
buildcraftsilicon:plug_facade:0, Facade: Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Mossy Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Mossy Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Cracked Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Cracked Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Chiseled Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Chiseled Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: TNT
buildcraftsilicon:plug_facade:0, Facade: TNT
buildcraftsilicon:plug_facade:0, Facade: TNT
buildcraftsilicon:plug_facade:0, Facade: TNT
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Wool
buildcraftsilicon:plug_facade:0, Facade: White Wool
buildcraftsilicon:plug_facade:0, Facade: Orange Wool
buildcraftsilicon:plug_facade:0, Facade: Orange Wool
buildcraftsilicon:plug_facade:0, Facade: Magenta Wool
buildcraftsilicon:plug_facade:0, Facade: Magenta Wool
buildcraftsilicon:plug_facade:0, Facade: Light Blue Wool
buildcraftsilicon:plug_facade:0, Facade: Light Blue Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Lime Wool
buildcraftsilicon:plug_facade:0, Facade: Lime Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Gray Wool
buildcraftsilicon:plug_facade:0, Facade: Gray Wool
buildcraftsilicon:plug_facade:0, Facade: Light Gray Wool
buildcraftsilicon:plug_facade:0, Facade: Light Gray Wool
buildcraftsilicon:plug_facade:0, Facade: Cyan Wool
buildcraftsilicon:plug_facade:0, Facade: Cyan Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Blue Wool
buildcraftsilicon:plug_facade:0, Facade: Blue Wool
buildcraftsilicon:plug_facade:0, Facade: Brown Wool
buildcraftsilicon:plug_facade:0, Facade: Brown Wool
buildcraftsilicon:plug_facade:0, Facade: Green Wool
buildcraftsilicon:plug_facade:0, Facade: Green Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Black Wool
buildcraftsilicon:plug_facade:0, Facade: Black Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Alchemical Coal Block
buildcraftsilicon:plug_facade:0, Facade: Alchemical Coal Block
buildcraftsilicon:plug_facade:0, Facade: Mobius Fuel Block
buildcraftsilicon:plug_facade:0, Facade: Mobius Fuel Block
buildcraftsilicon:plug_facade:0, Facade: Aeternalis Fuel Block
buildcraftsilicon:plug_facade:0, Facade: Aeternalis Fuel Block
buildcraftsilicon:plug_facade:0, Facade: Dark Matter Block
buildcraftsilicon:plug_facade:0, Facade: Dark Matter Block
buildcraftsilicon:plug_facade:0, Facade: Red Matter Block
buildcraftsilicon:plug_facade:0, Facade: Red Matter Block
buildcraftsilicon:plug_facade:0, Facade: Nova Cataclysm
buildcraftsilicon:plug_facade:0, Facade: Nova Cataclysm
buildcraftsilicon:plug_facade:0, Facade: Nova Cataclysm
buildcraftsilicon:plug_facade:0, Facade: Nova Cataclysm
buildcraftsilicon:plug_facade:0, Facade: Nova Catalyst
buildcraftsilicon:plug_facade:0, Facade: Nova Catalyst
buildcraftsilicon:plug_facade:0, Facade: Nova Catalyst
buildcraftsilicon:plug_facade:0, Facade: Nova Catalyst
buildcraftsilicon:plug_facade:0, Facade: Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Electrotine Ore
buildcraftsilicon:plug_facade:0, Facade: Electrotine Ore
buildcraftsilicon:plug_facade:0, Facade: Peridot Ore
buildcraftsilicon:plug_facade:0, Facade: Peridot Ore
buildcraftsilicon:plug_facade:0, Facade: Ruby Ore
buildcraftsilicon:plug_facade:0, Facade: Ruby Ore
buildcraftsilicon:plug_facade:0, Facade: Sapphire Ore
buildcraftsilicon:plug_facade:0, Facade: Sapphire Ore
buildcraftsilicon:plug_facade:0, Facade: Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Tin Ore
buildcraftsilicon:plug_facade:0, Facade: Basalt
buildcraftsilicon:plug_facade:0, Facade: Basalt
buildcraftsilicon:plug_facade:0, Facade: Basalt Brick
buildcraftsilicon:plug_facade:0, Facade: Basalt Brick
buildcraftsilicon:plug_facade:0, Facade: Basalt Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Basalt Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Electrotine
buildcraftsilicon:plug_facade:0, Facade: Block of Electrotine
buildcraftsilicon:plug_facade:0, Facade: Marble
buildcraftsilicon:plug_facade:0, Facade: Marble
buildcraftsilicon:plug_facade:0, Facade: Marble Brick
buildcraftsilicon:plug_facade:0, Facade: Marble Brick
buildcraftsilicon:plug_facade:0, Facade: Block of Peridot
buildcraftsilicon:plug_facade:0, Facade: Block of Peridot
buildcraftsilicon:plug_facade:0, Facade: Block of Ruby
buildcraftsilicon:plug_facade:0, Facade: Block of Ruby
buildcraftsilicon:plug_facade:0, Facade: Block of Sapphire
buildcraftsilicon:plug_facade:0, Facade: Block of Sapphire
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Nickel-Iron Battery
buildcraftsilicon:plug_facade:0, Facade: Nickel-Iron Battery
buildcraftsilicon:plug_facade:0, Facade: Nickel-Zinc Battery
buildcraftsilicon:plug_facade:0, Facade: Nickel-Zinc Battery
buildcraftsilicon:plug_facade:0, Facade: Zinc-Carbon Battery
buildcraftsilicon:plug_facade:0, Facade: Zinc-Carbon Battery
buildcraftsilicon:plug_facade:0, Facade: Zinc-Carbon Battery
buildcraftsilicon:plug_facade:0, Facade: Zinc-Carbon Battery
buildcraftsilicon:plug_facade:0, Facade: Zinc-Silver Battery
buildcraftsilicon:plug_facade:0, Facade: Zinc-Silver Battery
buildcraftsilicon:plug_facade:0, Facade: Zinc-Silver Battery
buildcraftsilicon:plug_facade:0, Facade: Zinc-Silver Battery
buildcraftsilicon:plug_facade:0, Facade: Abyssal Brick
buildcraftsilicon:plug_facade:0, Facade: Abyssal Brick
buildcraftsilicon:plug_facade:0, Facade: Fitted Abyssal Stone
buildcraftsilicon:plug_facade:0, Facade: Fitted Abyssal Stone
buildcraftsilicon:plug_facade:0, Facade: Abyssal Block
buildcraftsilicon:plug_facade:0, Facade: Abyssal Block
buildcraftsilicon:plug_facade:0, Facade: Ornate Abyssal Stone
buildcraftsilicon:plug_facade:0, Facade: Ornate Abyssal Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Abyssal Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Abyssal Stone
buildcraftsilicon:plug_facade:0, Facade: Abyssal Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Abyssal Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Andesite Brick
buildcraftsilicon:plug_facade:0, Facade: Andesite Brick
buildcraftsilicon:plug_facade:0, Facade: Fitted Andesite
buildcraftsilicon:plug_facade:0, Facade: Fitted Andesite
buildcraftsilicon:plug_facade:0, Facade: tile.railcraft.brick.andesite.block.name
buildcraftsilicon:plug_facade:0, Facade: tile.railcraft.brick.andesite.block.name
buildcraftsilicon:plug_facade:0, Facade: Ornate Andesite
buildcraftsilicon:plug_facade:0, Facade: Ornate Andesite
buildcraftsilicon:plug_facade:0, Facade: Etched Andesite
buildcraftsilicon:plug_facade:0, Facade: Etched Andesite
buildcraftsilicon:plug_facade:0, Facade: Andesite Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Andesite Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Bleached Bone Brick
buildcraftsilicon:plug_facade:0, Facade: Bleached Bone Brick
buildcraftsilicon:plug_facade:0, Facade: Fitted Bleached Bone Stone
buildcraftsilicon:plug_facade:0, Facade: Fitted Bleached Bone Stone
buildcraftsilicon:plug_facade:0, Facade: Bleached Bone Block
buildcraftsilicon:plug_facade:0, Facade: Bleached Bone Block
buildcraftsilicon:plug_facade:0, Facade: Ornate Bleached Bone Stone
buildcraftsilicon:plug_facade:0, Facade: Ornate Bleached Bone Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Bleached Bone Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Bleached Bone Stone
buildcraftsilicon:plug_facade:0, Facade: Bleached Bone Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Bleached Bone Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Blood Stained Brick
buildcraftsilicon:plug_facade:0, Facade: Blood Stained Brick
buildcraftsilicon:plug_facade:0, Facade: Fitted Blood Stained Stone
buildcraftsilicon:plug_facade:0, Facade: Fitted Blood Stained Stone
buildcraftsilicon:plug_facade:0, Facade: Blood Stained Block
buildcraftsilicon:plug_facade:0, Facade: Blood Stained Block
buildcraftsilicon:plug_facade:0, Facade: Ornate Blood Stained Stone
buildcraftsilicon:plug_facade:0, Facade: Ornate Blood Stained Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Blood Stained Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Blood Stained Stone
buildcraftsilicon:plug_facade:0, Facade: Blood Stained Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Blood Stained Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Diorite Brick
buildcraftsilicon:plug_facade:0, Facade: Diorite Brick
buildcraftsilicon:plug_facade:0, Facade: Fitted Diorite
buildcraftsilicon:plug_facade:0, Facade: Fitted Diorite
buildcraftsilicon:plug_facade:0, Facade: tile.railcraft.brick.diorite.block.name
buildcraftsilicon:plug_facade:0, Facade: tile.railcraft.brick.diorite.block.name
buildcraftsilicon:plug_facade:0, Facade: Ornate Diorite
buildcraftsilicon:plug_facade:0, Facade: Ornate Diorite
buildcraftsilicon:plug_facade:0, Facade: Etched Diorite
buildcraftsilicon:plug_facade:0, Facade: Etched Diorite
buildcraftsilicon:plug_facade:0, Facade: Diorite Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Diorite Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Frost Bound Brick
buildcraftsilicon:plug_facade:0, Facade: Frost Bound Brick
buildcraftsilicon:plug_facade:0, Facade: Fitted Frost Bound Stone
buildcraftsilicon:plug_facade:0, Facade: Fitted Frost Bound Stone
buildcraftsilicon:plug_facade:0, Facade: Frost Bound Block
buildcraftsilicon:plug_facade:0, Facade: Frost Bound Block
buildcraftsilicon:plug_facade:0, Facade: Ornate Frost Bound Stone
buildcraftsilicon:plug_facade:0, Facade: Ornate Frost Bound Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Frost Bound Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Frost Bound Stone
buildcraftsilicon:plug_facade:0, Facade: Frost Bound Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Frost Bound Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Granite Brick
buildcraftsilicon:plug_facade:0, Facade: Granite Brick
buildcraftsilicon:plug_facade:0, Facade: Fitted Granite
buildcraftsilicon:plug_facade:0, Facade: Fitted Granite
buildcraftsilicon:plug_facade:0, Facade: tile.railcraft.brick.granite.block.name
buildcraftsilicon:plug_facade:0, Facade: tile.railcraft.brick.granite.block.name
buildcraftsilicon:plug_facade:0, Facade: Ornate Granite
buildcraftsilicon:plug_facade:0, Facade: Ornate Granite
buildcraftsilicon:plug_facade:0, Facade: Etched Granite
buildcraftsilicon:plug_facade:0, Facade: Etched Granite
buildcraftsilicon:plug_facade:0, Facade: Granite Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Granite Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Infernal Brick
buildcraftsilicon:plug_facade:0, Facade: Infernal Brick
buildcraftsilicon:plug_facade:0, Facade: Fitted Infernal Stone
buildcraftsilicon:plug_facade:0, Facade: Fitted Infernal Stone
buildcraftsilicon:plug_facade:0, Facade: Infernal Block
buildcraftsilicon:plug_facade:0, Facade: Infernal Block
buildcraftsilicon:plug_facade:0, Facade: Ornate Infernal Stone
buildcraftsilicon:plug_facade:0, Facade: Ornate Infernal Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Infernal Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Infernal Stone
buildcraftsilicon:plug_facade:0, Facade: Infernal Cobblestone
buildcraftsilicon:plug_facade:0, Facade: Infernal Cobblestone
buildcraftsilicon:plug_facade:0, Facade: tile.railcraft.brick.nether.brick.name
buildcraftsilicon:plug_facade:0, Facade: tile.railcraft.brick.nether.brick.name
buildcraftsilicon:plug_facade:0, Facade: Fitted Nether Stone
buildcraftsilicon:plug_facade:0, Facade: Fitted Nether Stone
buildcraftsilicon:plug_facade:0, Facade: Nether Block
buildcraftsilicon:plug_facade:0, Facade: Nether Block
buildcraftsilicon:plug_facade:0, Facade: Ornate Nether Stone
buildcraftsilicon:plug_facade:0, Facade: Ornate Nether Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Nether Stone
buildcraftsilicon:plug_facade:0, Facade: Etched Nether Stone
buildcraftsilicon:plug_facade:0, Facade: Nether Cobblestone
